Sku,Title,Price,Regular Price,images,Primary,Sub Categories,Sub Sub categories,,,
19-796,18 Inch Stainless Steel Double Towel Rail Straight Design,546,546,https://fixit.com.bd/wp-content/uploads/2019/12/19-796A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Towel Bars,,,
01-1215,8 Inch Reversible Ratchet Handle Wrench Feibao Brand,625,650,https://fixit.com.bd/wp-content/uploads/2019/12/01-1215A.jpg,Tools and Hardware,Hand Tools,Sockets and Ratchets,,,
04-397,8 Inch Stainless Steel Adjustable Wrench with  Red Rubber Handle Douniushi Brand,618,650,https://fixit.com.bd/wp-content/uploads/2019/12/04-397-web-600x600.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
06-194,40mm 4 Digit Combination Brass Pad Lock,618,650,https://fixit.com.bd/wp-content/uploads/2019/12/06-194-web.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
09-214,50 Meter Steel Height Measuring Tape with Heavy Nozzle to ensure Straight Vertical Measurement,577,577,https://fixit.com.bd/wp-content/uploads/2019/12/09-214A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
26-2825,Colorful Balloons Sunny Folded Umbrella,601,601,https://fixit.com.bd/wp-content/uploads/2019/12/26-2825A.jpg,Tools and Hardware,Safety Gear and Equipment,Rain Gear,,,
26-2846,243  ml Lemon Scented Leather Polish Pledge Brand,607,607,https://fixit.com.bd/wp-content/uploads/2019/12/26-2846A.jpg,Cleaning,Household Cleaners,Furniture and Upholstery Cleaners,,,
06-342,3 Keys 60mm Steel Alloy Anti Theft Smart Pad Lock C2-60 Anbound Brand,905,905,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_3320.jpg,Tools and Hardware,Safety and Security,,,,
09-178,Amusement Park Design Analog Bathroom Weight Scale,635,635,https://fixit.com.bd/wp-content/uploads/2019/12/09-178A-1.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Weight Scale,,,
25-197,4 Inch  x 3 Inch  x 4mm  Antique Copper Color Beautiful Design Door Hinge,713,750,https://fixit.com.bd/wp-content/uploads/2019/12/25-197A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Hinges,,,
26-2801,Stainless Steel Black Handle Knife,660,660,https://fixit.com.bd/wp-content/uploads/2019/12/26-2801A.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
26-3048,Pink &amp; Grey Natural &amp; Comfortable Kitchen Apron JIYAYAJU Brand,683,683,https://fixit.com.bd/wp-content/uploads/2019/12/26-3048A.jpg,Kitchen,Kitchen Accessories,Kitchen Aprons,,,
26-3659,Heavy Duty Clever Cutter 2-in-1 Food Chopper for Kitchen,706,706,https://fixit.com.bd/wp-content/uploads/2019/12/26-3659A.jpg,Kitchen,Small Appliances,Kitchen Accessories,,,
26-2552,Orange Non Slip Rubberized Plastic Floor Mat for Bathroom Sunta Brand,708,708,https://fixit.com.bd/wp-content/uploads/2019/12/26-2552A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Bath Accessories,,,
06-154,70mm Iron Alarm Pad Lock Heavy Duty,1568,1568,https://fixit.com.bd/wp-content/uploads/2019/12/06-154-web-600x600.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
28-049,50 gm Cockroach Killing Poison Gel,575,575,https://fixit.com.bd/wp-content/uploads/2019/12/28-049-web-600x600.jpg,Lawn and Garden,Insect and Pest Control,Home and Perimeter Insect Control,,,
26-3049,Purple Floral Design Full Sleeve Kitchen Apron Model SY30309,719,719,https://fixit.com.bd/wp-content/uploads/2019/12/26-3049A.jpg,Kitchen,Kitchen Accessories,Kitchen Aprons,,,
26-2352,Rounded Corner Maroon Color Flower Design Non Slip Door Carpet Floor Mat,725,725,https://fixit.com.bd/wp-content/uploads/2019/12/26-2352A.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
20-1353,6 LED Red Solar Road Construction Warning Light,808,850,https://fixit.com.bd/wp-content/uploads/2019/12/20-1353A.jpg,Electrical,Light Bulbs,Warning Lights,,,
26-3524,2 Double Hooks Stainless Steel Wall Hanger Coat Hook,808,850,https://fixit.com.bd/wp-content/uploads/2019/12/26-3524A.jpg,Storage and Organization,Home Storage Hooks,Hooks,,,
04-398,10 Inch Rubber Handle Adjustable Wrench Douniushi Brand,713,713,https://fixit.com.bd/wp-content/uploads/2019/12/04-398B.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
26-980,Multi-Color 3 Folding Auto Umbrella Swanker Brand,737,737,https://fixit.com.bd/wp-content/uploads/2019/12/26-980-web-600x600.jpg,Tools and Hardware,Safety Gear and Equipment,Rain Gear,,,
20-1227,220V 50/60Hz White Color With Grey Indicators Fan Regulator,836,880,https://fixit.com.bd/wp-content/uploads/2019/12/20-1227A.jpg,Electrical,Fan Regulators and Dimmers,Fan Regulators,,,
06-251,60mm Golden Color Fleur-de-lis Emblem Design Pad Lock,862,907,https://fixit.com.bd/wp-content/uploads/2019/12/06-251A.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
04-102,6 Inch Ball Bearing Puller Wynn's Brand,820,820,https://fixit.com.bd/wp-content/uploads/2019/12/04-102A.jpg,Tools and Hardware,Hand Tools,Ball Bearing Pullers,,,
26-2827,Disney Princess Pink Raincoat with Backpack for Children,903,950,https://fixit.com.bd/wp-content/uploads/2019/12/26-2827A.jpg,Cleaning,Personal Care,Rain Coat,,,
26-3418,Stainless Steel Strainer with Handle Heavy Duty for Washing Vegetables  Salad and More,903,950,https://fixit.com.bd/wp-content/uploads/2019/12/26-3418A.jpg,Kitchen,Cooking and Food Preparation,Strainers,,,
20-1416,8 Inch Height LED Rechargeable Bright Lamp Green Color with Black Color Handle LANTHUM Brand great for Outdoor Adventures,916,965,https://fixit.com.bd/wp-content/uploads/2019/12/20-1416A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
29-154,2 Inch x 132 ft. Fluorescent White & Red Industrial Vinyl Tape for Floor Markings  Bicycle Safety  Decoration & More,920,968,https://fixit.com.bd/wp-content/uploads/2019/12/29-154A.jpg,Storage and Organization,Office Supplies,Adhesives and Tape,,,
26-2547,White Color Floral Design Non Slip Floor Mat for Bathroom Sunta Brand,856,856,https://fixit.com.bd/wp-content/uploads/2019/12/26-2547A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Bath Accessories,,,
26-2358,50cm x 80cm Red Color Non Slip Door Carpet Floor Mat,867,867,https://fixit.com.bd/wp-content/uploads/2019/12/26-2358A.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-2355,50cm x 80cm Off White Color Flower Pattern Modern Style Non-slip Door Carpet,955,1006,https://fixit.com.bd/wp-content/uploads/2019/12/26-2355A.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-3015,2.8 Liter Detergent Liquid Breeze Brand,974,1025,https://fixit.com.bd/wp-content/uploads/2019/12/26-3015A.jpg,Cleaning,Household Cleaners,Cloth Cleaners,,,
26-1497,6 inch Stainless Steel Kitchen Tissue &amp; Paper Towel Stand,981,1032,https://fixit.com.bd/wp-content/uploads/2019/12/26-1497A.jpg,Kitchen,Small Appliances,Kitchen Accessories,,,
04-203,15 Inch Stainless Steel Adjustable Wrench HMBR Brand,895,895,https://fixit.com.bd/wp-content/uploads/2019/12/04-203A.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
26-2549,Light Blue Non Slip Rubberized Plastic Floor Mat for Bathroom Sunta Brand,897,897,https://fixit.com.bd/wp-content/uploads/2019/12/26-2549A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Bath Accessories,,,
01-127,2 Holders Suction Cup Dent Puller,1188,1188,https://fixit.com.bd/wp-content/uploads/2019/12/01-1273A.jpg,Tools and Hardware,Hand Tools,Suction Cups,,,
08-1058,3 Keys Stainless Steel Color Round Spherical Door Lock,998,1050,https://fixit.com.bd/wp-content/uploads/2019/12/08-1058A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
08-960,Stainless Steel Color Door Rim Lock Simple Design,1758,1758,https://fixit.com.bd/wp-content/uploads/2019/12/08-960A-1.jpg,Tools and Hardware,Safety and Security,Door Locks,,,
01-1056,12 Inch Hand Riveter Green and Black Color Wynn's Brand,1034,1088,https://fixit.com.bd/wp-content/uploads/2019/12/01-1056A.jpg,Tools and Hardware,Hand Tools,Rivet Tools and Rivets,,,
08-891,Antique Brass Color Door Round Lock Italy Brand,1147,1147,https://fixit.com.bd/wp-content/uploads/2019/12/08-891-web-600x600.jpg,Tools and Hardware,Safety and Security,Door Locks,,,
09-167,Black and Silver Analog Bathroom Weight Scale,2375,2375,https://fixit.com.bd/wp-content/uploads/2019/12/09-167A-1.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Weight Scale,,,
20-1341,Circuit Breaker Protective (Insulation) Box for (5-7 Pcs Circuit),1093,1150,https://fixit.com.bd/wp-content/uploads/2019/12/20-1341-web-600x600.jpg,Electrical,Circuit Breakers and Panels,Circuit Breakers,,,
20-1220,60 Watt Glue Gun Chinese Brand,1111,1169,https://fixit.com.bd/wp-content/uploads/2019/12/20-1220-web-600x600.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
19-1355,Stainless Steel Long Body Wall Mounted Sink Bibb Cock,1054,1054,https://fixit.com.bd/wp-content/uploads/2019/12/19-1355A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Hose Bibbs and SillCocks,,,
05-1463,12 Inch Length Golden Color Color Stainless Steel Tower Bolt (Chitkani) Euro Brand      r Bolt,1188,1250,https://fixit.com.bd/wp-content/uploads/2019/12/05-1463A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Latches ( Chitkini ),,,
08-1023,3 Keys Stainless Steel Line Graving Round Door Lock,1188,1250,https://fixit.com.bd/wp-content/uploads/2019/12/08-1023A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
08-1024,3 Keys Antique Copper Color Round Push Lock,1188,1250,https://fixit.com.bd/wp-content/uploads/2019/12/08-1024A-1.jpg,Tools and Hardware,Safety and Security,Door Locks,,,
08-1057,Stainless Steel Color Door Rim Lock,1188,1250,https://fixit.com.bd/wp-content/uploads/2019/12/08-1057A-1.jpg,Tools and Hardware,Safety and Security,Door Locks,,,
20-1234,24 Watt Spiral LED Light Bulb Transtec Brand Screw in Install,1188,1250,https://fixit.com.bd/wp-content/uploads/2019/12/20-1234A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
26-3424,Large Size Stainless Steel Bowl Strainer Heavy Duty,1188,1250,https://fixit.com.bd/wp-content/uploads/2019/12/26-3424A.jpg,Kitchen,Cooking and Food Preparation,Strainers,,,
31-177,4 Inch Plastic Metal Caster Wheel with Lock,1188,1250,https://fixit.com.bd/wp-content/uploads/2019/12/31-177-600x600.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Casters,,,
08-900,3 Keys Stainless Steel Color Round Lock Dragon Design,1115,1115,https://fixit.com.bd/wp-content/uploads/2019/12/08-900A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
26-2356,50cm x 80cm Red &amp; Off White Color Non Slip Door Carpet Floor Mat,1116,1116,https://fixit.com.bd/wp-content/uploads/2019/12/26-2356A.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
08-899,3 Keys Stainless Steel &amp; Gold lining Round Door Lock,1176,1176,https://fixit.com.bd/wp-content/uploads/2019/12/08-899A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
08-902,Black &amp; Gold Round Door Lock with Gold Studded Design,1176,1176,https://fixit.com.bd/wp-content/uploads/2019/12/08-902A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
26-3292,Stainless Steel Glass Stand Modern Design Great For Living Room Decoration,1207,1207,https://fixit.com.bd/wp-content/uploads/2019/12/26-3292A.jpg,Kitchen,Small Appliances,Kitchen Accessories,,,
20-1325,AC 220Volts Explosion-proof LED Emergency Light,1378,1450,https://fixit.com.bd/wp-content/uploads/2019/12/20-1325A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
20-1319,36 LED Energy Saving Light Ã¢â‚¬â€œ Light for Large Indoor Spaces or Outdoors,1270,1270,https://fixit.com.bd/wp-content/uploads/2019/12/20-1319-web-600x600.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
08-149,Stainless Steel Door Rim Lock Guli Brand,1279,1279,https://fixit.com.bd/wp-content/uploads/2019/12/08-149A-1.jpg,Tools and Hardware,Safety and Security,Door Locks,,,
15-014,Adjustable and Portable Laser Level Tripod Only,1473,1473,https://fixit.com.bd/wp-content/uploads/2019/12/15-014A.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
01-1051,6 Inch Water Sprayer Brass Nozzle Feibao Brand Heavy Duty Long Lasting,1425,1500,https://fixit.com.bd/wp-content/uploads/2019/12/01-1051A.jpg,Lawn and Garden,Watering and Irrigation,Spray Guns,,,
25-186,4 Inch  x 3 Inch  x 4mm  Antique Brass Color Door Hinge,1425,1500,https://fixit.com.bd/wp-content/uploads/2019/12/25-186A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Hinges,,,
40-318,Natural Balance L.I.D. Limited Ingredient Diet Sweet Potato & Fish Bites Pet Dog Food SMALL BREED BRAND for all Breeds and Ages,1444,1520,https://fixit.com.bd/wp-content/uploads/2019/12/40-318A.jpg,Outdoor Living,Pet Supplies and Wildlife,Pet Dog Feeding Supplies,,,
36-406,10.7 inch Super Sharp High Quality Gold Handle Stainless Steel Cloth Scissor,1473,1550,https://fixit.com.bd/wp-content/uploads/2019/12/36-406A-1.jpg,Tools and Hardware,Hand Tools,Scissors,,,
05-1581,7.5 Inch Golden Color Lock Lever With Master Keys,1568,1650,https://fixit.com.bd/wp-content/uploads/2019/12/05-1581A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Latches ( Chitkini ),,,
26-2414,1000 ml Car Wash &amp; Wax Shampoo  Formula-1 Brand,1610,1610,https://fixit.com.bd/wp-content/uploads/2019/12/26-2414-web-600x600.jpg,Tools and Hardware,Automotive,Auto Care and Detailing,,,
19-1082,24 Inch X 16 Inch Stainless Steel Kitchen Sliding Rack,3325,3325,https://fixit.com.bd/wp-content/uploads/2019/12/19-1082-web-600x600.jpg,Storage and Organization,Shelves and Shelf Brackets,Wall Mounted Shelves,,,
05-1497,10 inch Stainless Steel Door Haps Bolt with Padlock Clasp,1568,1568,https://fixit.com.bd/wp-content/uploads/2019/12/05-1497A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Latches ( Chitkini ),,,
08-916,3 Keys Stainless Steel Round Door Lock with Floral Engraving,1564,1564,https://fixit.com.bd/wp-content/uploads/2019/12/08-916A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
08-904,Stainless Steel Door Dead Bolt Lock Mata Brand,1582,1582,https://fixit.com.bd/wp-content/uploads/2019/12/08-904A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
26-2878,Multi Size 7 Pcs Knives Set with 1 Pair Scissors,1758,1850,https://fixit.com.bd/wp-content/uploads/2019/12/26-2878B.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
27-139,1 Ton  6 Meter Length Colored Suspender Douniushi Matador Brand Tie Goods to Trucks & Lorries,1758,1850,https://fixit.com.bd/wp-content/uploads/2019/12/27-139A.jpg,Tools and Hardware,Safety and Security,Suspenders,,,
27-141,2 Ton  5 Meter Length White Color Suspender Douniushi Matador Brand Tie Goods to Trucks & Lorries,1758,1850,https://fixit.com.bd/wp-content/uploads/2019/12/27-141A.jpg,Tools and Hardware,Safety and Security,Suspenders,,,
26-3674,Magnetic Wrist band for Holding Screws  Nails  Drill Bits  Small Tools,1615,1615,https://fixit.com.bd/wp-content/uploads/2019/12/51R04Js8KRL.jpg,Tools and Hardware,Tools Storage,Tool Belts,,,
26-3675,Metallic Purple Mini Minder Loud Safety Security Personal Attack Alarm Key Ring with Torch,1615,1615,https://fixit.com.bd/wp-content/uploads/2019/12/1.jpg,Tools and Hardware,Safety Gear and Equipment,Safety Gear,,,
26-3681,Stainless Steel Onion Holder Vegetable Potato Slicer Helper,1615,1615,https://fixit.com.bd/wp-content/uploads/2019/12/61s1N57rNL._SL1000_.jpg,Kitchen,Cooking and Food Preparation,Manual Graters and Slicers,,,
08-1061,3 Keys Antique Copper Color Door Handle Lock,1794,1888,https://fixit.com.bd/wp-content/uploads/2019/12/08-1061A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
08-915,3 Keys Antique Copper Color Round Door Lock,2233,2233,https://fixit.com.bd/wp-content/uploads/2019/12/08-915A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
09-250,50 Meter Black & Yellow Color Measuring Tape Wynn's Brand,1853,1950,https://fixit.com.bd/wp-content/uploads/2019/12/09-250A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
26-3059,30cm x 40cm x 1.7cm Wooden & Plastic Chopping Board with Floral Design,1783,1783,https://fixit.com.bd/wp-content/uploads/2019/12/26-3059A.jpg,Kitchen,Cooking and Food Preparation,Kitchen Gadgets and Tools,,,
19-1117,Stainless Steel Single Long Neck 360 Movable Sink Bibb Cock Moontaha Brand,1839,1839,https://fixit.com.bd/wp-content/uploads/2019/12/19-1117A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Hose Bibbs and SillCocks,,,
08-1030,Stainless Steel with Lined Engraving Round Door Lock,2138,2250,https://fixit.com.bd/wp-content/uploads/2019/12/08-1030A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
08-1067,Antique Brass with Gold Lining Color Stainless Steel Round Door Lock,2328,2450,https://fixit.com.bd/wp-content/uploads/2019/12/08-1067A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
08-1056,Stainless Steel Color Rim Lock Cougar Brand,5225,5225,https://fixit.com.bd/wp-content/uploads/2019/12/08-1056A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
26-3064,Red & Black Heart Shaped Bottom Tissue Holder ANYA Brand,2461,2590,https://fixit.com.bd/wp-content/uploads/2019/12/26-3064A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Tissue Holders,,,
08-277,Stainless Steel Door Handle Lock  Lever Size 7 Inch x 6 Inch Simple Swirl Design,14725,15500,https://fixit.com.bd/wp-content/uploads/2019/12/08-277A.jpg,Tools and Hardware,Safety and Security,Door Locks,,,
26-2359,76cm x 130cm Non Slip Traditional Beautiful Design Floor Carpet,2391,2391,https://fixit.com.bd/wp-content/uploads/2019/12/26-2359A.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
08-949,Antique Copper Color Handle Door Lock Victorian Design Advanced Lilliard Mortise Lock Jinghao Brand,3325,3325,https://fixit.com.bd/wp-content/uploads/2019/12/08-949B-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
09-226,50 Meter Measuring Tape Wynn's Brand,2898,3050,https://fixit.com.bd/wp-content/uploads/2019/12/09-226A.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
01-940,18 Pcs Set Combination Tool Set Wynn's Brand,3325,3500,https://fixit.com.bd/wp-content/uploads/2019/12/01-940C.jpg,Tools and Hardware,Tools Storage,Tools Set,,,
08-1069,5 Keys Antique Copper Color Dead Bolt Lock,3373,3550,https://fixit.com.bd/wp-content/uploads/2019/12/08-1069A-1.jpg,Tools and Hardware,Safety and Security,Door Locks,,,
08-910,Antique Brass Color Stainless Steel Door Handle Lock  Lever Size 7 Inch X 3 Inch Victorian Design,4560,4800,https://fixit.com.bd/wp-content/uploads/2019/12/08-910-web-600x600.png,Tools and Hardware,Safety and Security,Door Locks,,,
08-983,Antique Brass Color Door Handle Lock Aomeidi Brand,3178,3178,https://fixit.com.bd/wp-content/uploads/2019/12/08-983A-1.jpg,Tools and Hardware,Safety and Security,Locks,,,
19-784,White Color Hand Dryer uses High Hot Air Pressure (Easy Installation),3240,3240,https://fixit.com.bd/wp-content/uploads/2019/12/19-784A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Hand Dryers,,,
08-749,Antique Color Stainless Steel Door Handle Lock  Lever Size 7 Inch x 3 Inch Fealty Brand Minimalist Design,8075,8500,https://fixit.com.bd/wp-content/uploads/2019/12/08-749-web-600x600.png,Tools and Hardware,Safety and Security,Door Locks,,,
08-957,Antique Copper Color Stainless Steel Door Handle Lock Simple Design,3700,3700,https://fixit.com.bd/wp-content/uploads/2019/12/08-957A-1.jpg,Tools and Hardware,Safety and Security,Door Locks,,,
29-301,Mod Podge Matte Waterbase Sealer  Glue and Finish - 32 oz,4084,4298,https://fixit.com.bd/wp-content/uploads/2019/12/modpodgemat.jpg,Paint,Craft and Art Supplies,Clay and Modeling Materials,,,
